pubchem_sid	brd_id
376251160	BRD-M11266118
376251159	BRD-M07999421
376251158	BRD-M02602173
376251157	BRD-K98955625
376251156	BRD-K98025650
376251155	BRD-K95284101
376251154	BRD-K91566778
376251153	BRD-K90501401
376251152	BRD-K89641264
376251151	BRD-K89607361
376251150	BRD-K88299775
376251149	BRD-K85292815
376251148	BRD-K82670033
376251147	BRD-K82163913
376251146	BRD-K79138929
376251145	BRD-K78200447
376251144	BRD-K76341563
376251143	BRD-K76144516
376251142	BRD-K76084738
376251141	BRD-K75532666
376251140	BRD-K75010138
376251139	BRD-K74689231
376251138	BRD-K73222482
376251137	BRD-K72755786
376251136	BRD-K72599493
376251135	BRD-K71873383
376251134	BRD-K68440070
376251133	BRD-K68041510
376251132	BRD-K65526109
376251131	BRD-K62593240
376251130	BRD-K57356491
376251129	BRD-K53800174
376251128	BRD-K53475854
376251127	BRD-K52629104
376251126	BRD-K50297877
376251125	BRD-K49642930
376251124	BRD-K48136025
376251123	BRD-K47342589
376251122	BRD-K46533966
376251121	BRD-K44290716
376251120	BRD-K41662381
376251119	BRD-K40584959
376251118	BRD-K39118986
376251117	BRD-K38897769
376251116	BRD-K36225327
376251115	BRD-K35409375
376251114	BRD-K35196598
376251113	BRD-K32447304
376251112	BRD-K30705812
376251111	BRD-K23210552
376251110	BRD-K22364248
376251109	BRD-K19231210
376251108	BRD-K15710290
376251107	BRD-K12312929
376251106	BRD-K09506318
376251105	BRD-K08470613
376251104	BRD-K06003261
376251103	BRD-K05637469
376251102	BRD-K05290186
376251101	BRD-K02830327
376251100	BRD-K02710407
376251099	BRD-K02592594
376251098	BRD-K01938254
376251097	BRD-K01077853
376251096	BRD-K00796976
376251095	BRD-K00433377
376251094	BRD-K99167121
376251093	BRD-K99032127
376251092	BRD-K98681329
376251091	BRD-K96289423
376251090	BRD-K94768630
376251089	BRD-K89174329
376251088	BRD-K86122938
376251087	BRD-K85885982
376251086	BRD-K84362421
376251085	BRD-K83678394
376251084	BRD-K81867154
376251083	BRD-K81608036
376251082	BRD-K81529627
376251081	BRD-K79859774
376251080	BRD-K78528150
376251079	BRD-K78298282
376251078	BRD-K77968876
376251077	BRD-K77755847
376251076	BRD-K76428558
376251075	BRD-K75965105
376251074	BRD-K74747371
376251073	BRD-K74057359
376251072	BRD-K73371635
376251071	BRD-K73355314
376251070	BRD-K71135463
376251069	BRD-K71067046
376251068	BRD-K70776467
376251067	BRD-K68178362
376251066	BRD-K66943492
376251065	BRD-K66915053
376251064	BRD-K65564144
376251063	BRD-K62504354
376251062	BRD-K59025396
376251061	BRD-K57197150
376251060	BRD-K57072919
376251059	BRD-K55787862
376251058	BRD-K54656226
376251057	BRD-K51734845
376251056	BRD-K51352060
376251055	BRD-K49820266
376251054	BRD-K48855250
376251053	BRD-K48581492
376251052	BRD-K48341916
376251051	BRD-K48078751
376251050	BRD-K46637500
376251049	BRD-K45827779
376251048	BRD-K45557130
376251047	BRD-K45170368
376251046	BRD-K44577151
376251045	BRD-K43519850
376251044	BRD-K43019525
376251043	BRD-K42635478
376251042	BRD-K41822402
376251041	BRD-K41743898
376251040	BRD-K41222695
376251039	BRD-K40914097
376251038	BRD-K40860683
376251037	BRD-K39134783
376251036	BRD-K37186495
376251035	BRD-K35587397
376251034	BRD-K34890934
376251033	BRD-K33625993
376251032	BRD-K33538056
376251031	BRD-K32822650
376251030	BRD-K30548503
376251029	BRD-K30450357
376251028	BRD-K29263454
376251027	BRD-K25637275
376251026	BRD-K21835060
376251025	BRD-K21559388
376251024	BRD-K16952440
376251023	BRD-K15323785
376251022	BRD-K13679658
376251021	BRD-K13180978
376251020	BRD-K12671166
376251019	BRD-K11801380
376251018	BRD-K07833927
376251017	BRD-K07603471
376251016	BRD-K07191712
376251015	BRD-K05364624
376251014	BRD-K94988054
376251013	BRD-K87509846
376251012	BRD-K63005912
376251011	BRD-K50239779
376251010	BRD-K29635911
376251009	BRD-K01226097
376251008	BRD-K99894873
376251007	BRD-K99066611
376251006	BRD-K97970718
376251005	BRD-K97575765
376251004	BRD-K96544783
376251003	BRD-K96138739
376251002	BRD-K95259456
376251001	BRD-K94963296
376251000	BRD-K92557193
376250999	BRD-K90734022
376250998	BRD-K89436322
376250997	BRD-K88799849
376250996	BRD-K86750479
376250995	BRD-K86701173
376250994	BRD-K86600029
376250993	BRD-K86076551
376250992	BRD-K85552944
376250991	BRD-K84743010
376250990	BRD-K83725940
376250989	BRD-K83113665
376250988	BRD-K82950837
376250987	BRD-K82612353
376250986	BRD-K82257716
376250985	BRD-K81851631
376250984	BRD-K81426210
376250983	BRD-K80550001
376250982	BRD-K80151392
376250981	BRD-K79626702
376250980	BRD-K77972864
376250979	BRD-K76150006
376250978	BRD-K75427549
376250977	BRD-K73701536
376250976	BRD-K73464172
376250975	BRD-K72792107
376250974	BRD-K72764533
376250973	BRD-K72221851
376250972	BRD-K70900472
376250971	BRD-K69669600
376250970	BRD-K69577656
376250969	BRD-K69554001
376250968	BRD-K68587344
376250967	BRD-K68300154
376250966	BRD-K67606103
376250965	BRD-K67481185
376250964	BRD-K65661434
376250963	BRD-K64406418
376250962	BRD-K64154258
376250961	BRD-K64130750
376250960	BRD-K64094465
376250959	BRD-K62388047
376250958	BRD-K59245965
376250957	BRD-K56662020
376250956	BRD-K54718381
376250955	BRD-K54499577
376250954	BRD-K52185195
376250953	BRD-K50248231
376250952	BRD-K50224116
376250951	BRD-K49644692
376250950	BRD-K49641822
376250949	BRD-K49608045
376250948	BRD-K49096768
376250947	BRD-K48481733
376250946	BRD-K46209293
376250945	BRD-K44859139
376250944	BRD-K44808250
376250943	BRD-K43015865
376250942	BRD-K41594611
376250941	BRD-K41060481
376250940	BRD-K40933291
376250939	BRD-K40449029
376250938	BRD-K38869222
376250937	BRD-K38803362
376250936	BRD-K37635941
376250935	BRD-K36980492
376250934	BRD-K36055204
376250933	BRD-K34810339
376250932	BRD-K32456895
376250931	BRD-K31185167
376250930	BRD-K30776839
376250929	BRD-K30649044
376250928	BRD-K30364086
376250927	BRD-K30212308
376250926	BRD-K29650893
376250925	BRD-K29475868
376250924	BRD-K28848549
376250923	BRD-K27300080
376250922	BRD-K25241638
376250921	BRD-K24760438
376250920	BRD-K21065756
376250919	BRD-K21003476
376250918	BRD-K20990299
376250917	BRD-K20932185
376250916	BRD-K20523757
376250915	BRD-K15249207
376250914	BRD-K15140161
376250913	BRD-K14564149
376250912	BRD-K11734066
376250911	BRD-K11527874
376250910	BRD-K10323014
376250909	BRD-K09588867
376250908	BRD-K07465814
376250907	BRD-K06452991
376250906	BRD-K06351873
376250905	BRD-K03404837
376250904	BRD-K02957253
376250903	BRD-K02624966
376250902	BRD-K99824602
376250901	BRD-K99075667
376250900	BRD-K98914636
376250899	BRD-K95845384
376250898	BRD-K91995267
376250897	BRD-K84747634
376250896	BRD-K78245948
376250895	BRD-K78119315
376250894	BRD-K74911701
376250893	BRD-K74757114
376250892	BRD-K72264558
376250891	BRD-K71954916
376250890	BRD-K71507043
376250889	BRD-K66953217
376250888	BRD-K60103998
376250887	BRD-K57193247
376250886	BRD-K55615206
376250885	BRD-K51368295
376250884	BRD-K46431749
376250883	BRD-K43251457
376250882	BRD-K42661511
376250881	BRD-K39532830
376250880	BRD-K37724543
376250879	BRD-K36085673
376250878	BRD-K35498197
376250877	BRD-K32759589
376250876	BRD-K31861083
376250875	BRD-K31854914
376250874	BRD-K27663657
376250873	BRD-K27159685
376250872	BRD-K25898814
376250871	BRD-K25818458
376250870	BRD-K24554394
376250869	BRD-K14437043
376250868	BRD-K13828045
376250867	BRD-K08690995
376250866	BRD-K06614894
376250865	BRD-K00897240
376250864	BRD-K00780621
376250863	BRD-K10785045
376250862	BRD-K88524550
376250861	BRD-K40210571
376250860	BRD-K07318460
376250859	BRD-K98956487
376250858	BRD-K91595884
376250857	BRD-K88745260
376250856	BRD-K86300314
376250855	BRD-K81857958
376250854	BRD-K74300033
376250853	BRD-K74261889
376250852	BRD-K70614149
376250851	BRD-K67186738
376250850	BRD-K62141037
376250849	BRD-K49338632
376250848	BRD-K47928260
376250847	BRD-K45073078
376250846	BRD-K44783474
376250845	BRD-K42662189
376250844	BRD-K42073665
376250843	BRD-K39462404
376250842	BRD-K27939367
376250841	BRD-K19892163
376250840	BRD-K14360506
376250839	BRD-K14138124
376250838	BRD-K13941936
376250837	BRD-K07732094
376250836	BRD-K07714340
376250835	BRD-K05650108
376250834	BRD-K93959845
376250833	BRD-K93508512
376250832	BRD-K92236303
376250831	BRD-K91673988
376250830	BRD-K91111305
376250829	BRD-K90355632
376250828	BRD-K84155858
376250827	BRD-K81097029
376250826	BRD-K74800117
376250825	BRD-K70242241
376250824	BRD-K70012453
376250823	BRD-K69288307
376250822	BRD-K67152981
376250821	BRD-K66844942
376250820	BRD-K65576737
376250819	BRD-K60803150
376250818	BRD-K60158350
376250817	BRD-K57661177
376250816	BRD-K44307245
376250815	BRD-K43211130
376250814	BRD-K41729841
376250813	BRD-K41717446
376250812	BRD-K38944883
376250811	BRD-K38467091
376250810	BRD-K28984163
376250809	BRD-K24903142
376250808	BRD-K08424869
376250807	BRD-K06006930
376250806	BRD-K66114435
376250805	BRD-K60144089
376250804	BRD-K50426983
376250803	BRD-K01118264
376250802	BRD-K92732849
376250801	BRD-K85776340
376250800	BRD-K81758492
376250799	BRD-K63605194
376250798	BRD-K52551253
376250797	BRD-K42450939
376250796	BRD-K37382479
376250795	BRD-K35289931
376250794	BRD-K32815797
376250793	BRD-K31514576
376250792	BRD-K30692531
376250791	BRD-K28363766
376250790	BRD-K24728674
376250789	BRD-K09355011
376250788	BRD-K05945112
376250787	BRD-K03861125
376250786	BRD-K00322024
376250785	BRD-K91060517
376250784	BRD-K89749965
376250783	BRD-K85511237
376250782	BRD-K81584281
376250781	BRD-K77561776
376250780	BRD-K70486156
376250779	BRD-K68457286
376250778	BRD-K64793632
376250777	BRD-K64416331
376250776	BRD-K63595177
376250775	BRD-K59010733
376250774	BRD-K55343813
376250773	BRD-K48071696
376250772	BRD-K47163430
376250771	BRD-K46921336
376250770	BRD-K43049790
376250769	BRD-K38922584
376250768	BRD-K36238262
376250767	BRD-K29803727
376250766	BRD-K25176871
376250765	BRD-K22536817
376250764	BRD-K21698857
376250763	BRD-K20977120
376250762	BRD-K16482278
376250761	BRD-K15833474
376250760	BRD-K14715008
376250759	BRD-K14030236
376250758	BRD-K13418798
376250757	BRD-K09545137
376250756	BRD-K06264550
376250755	BRD-K06231129
376250754	BRD-K05085279
376250753	BRD-K01380127
376250752	BRD-K00404936
376250751	BRD-K98553093
376250750	BRD-K93364843
376250749	BRD-K87453974
376250748	BRD-K78389833
376250747	BRD-K69551473
376250746	BRD-K50096175
376250745	BRD-K49054820
376250744	BRD-K45190645
376250743	BRD-K44089350
376250742	BRD-K43354143
376250741	BRD-K42024388
376250740	BRD-K35056066
376250739	BRD-K30888858
376250738	BRD-K26802535
376250737	BRD-K18430465
376250736	BRD-K07821734
376250735	BRD-K07554625
376250734	BRD-K00391074
376250733	BRD-K90972101
376250732	BRD-K86983881
376250731	BRD-K80156266
376250730	BRD-K51862450
376250729	BRD-K47758627
376250728	BRD-K33259620
376250727	BRD-K27618755
376250726	BRD-K20848499
376250725	BRD-K16603561
376250724	BRD-K04341265
376250723	BRD-K02335524
376250722	BRD-K97302988
376250721	BRD-K97302936
376250720	BRD-K97009668
376250719	BRD-K96255317
376250718	BRD-K94694483
376250717	BRD-K92296036
376250716	BRD-K92032366
376250715	BRD-K91789377
376250714	BRD-K89286811
376250713	BRD-K88777675
376250712	BRD-K88043201
376250711	BRD-K88030850
376250710	BRD-K85129397
376250709	BRD-K84702443
376250708	BRD-K83895225
376250707	BRD-K83763510
376250706	BRD-K82874642
376250705	BRD-K82495608
376250704	BRD-K81992145
376250703	BRD-K81677602
376250702	BRD-K81402408
376250701	BRD-K80938885
376250700	BRD-K80194351
376250699	BRD-K79080122
376250698	BRD-K78670146
376250697	BRD-K78468776
376250696	BRD-K77329027
376250695	BRD-K77134964
376250694	BRD-K75876249
376250693	BRD-K75244775
376250692	BRD-K73827971
376250691	BRD-K72299677
376250690	BRD-K71133222
376250689	BRD-K69825580
376250688	BRD-K68798230
376250687	BRD-K68657240
376250686	BRD-K67389200
376250685	BRD-K66910022
376250684	BRD-K66096315
376250683	BRD-K65844353
376250682	BRD-K64606555
376250681	BRD-K62751271
376250680	BRD-K59810082
376250679	BRD-K58875265
376250678	BRD-K58762142
376250677	BRD-K58656638
376250676	BRD-K58133797
376250675	BRD-K57826430
376250674	BRD-K57280202
376250673	BRD-K57045728
376250672	BRD-K54110577
376250671	BRD-K52058387
376250670	BRD-K51971979
376250669	BRD-K50808824
376250668	BRD-K50386645
376250667	BRD-K49566445
376250666	BRD-K49431656
376250665	BRD-K47962181
376250664	BRD-K46504646
376250663	BRD-K44486240
376250662	BRD-K43599355
376250661	BRD-K42164241
376250660	BRD-K40543454
376250659	BRD-K40338995
376250658	BRD-K37835100
376250657	BRD-K36709765
376250656	BRD-K36485927
376250655	BRD-K34799469
376250654	BRD-K34025009
376250653	BRD-K31990960
376250652	BRD-K31229561
376250651	BRD-K30989462
376250650	BRD-K30549233
376250649	BRD-K29877578
376250648	BRD-K29763414
376250647	BRD-K29628973
376250646	BRD-K29150803
376250645	BRD-K28077285
376250644	BRD-K26136993
376250643	BRD-K26017331
376250642	BRD-K25402166
376250641	BRD-K23859634
376250640	BRD-K23315030
376250639	BRD-K22528063
376250638	BRD-K21092815
376250637	BRD-K20853021
376250636	BRD-K20703882
376250635	BRD-K20381156
376250634	BRD-K20224093
376250633	BRD-K18642603
376250632	BRD-K17952012
376250631	BRD-K16798535
376250630	BRD-K16339593
376250629	BRD-K15694166
376250628	BRD-K14677581
376250627	BRD-K11688569
376250626	BRD-K09159046
376250625	BRD-K08247524
376250624	BRD-K07174153
376250623	BRD-K06620514
376250622	BRD-K06035161
376250621	BRD-K05994176
376250620	BRD-K05988440
376250619	BRD-K05872022
376250618	BRD-K04272016
376250617	BRD-K03719280
376250616	BRD-K03057704
376250615	BRD-K02274716
376250614	BRD-K01330533
376250613	BRD-K01114776
376250612	BRD-K00465978
376250611	BRD-K00343572
376250610	BRD-K95749336
376250609	BRD-K86271514
376250608	BRD-K59872449
376250607	BRD-K43858517
376250606	BRD-K23101797
376250605	BRD-K14449304
376250604	BRD-K03325100
375272326	BRD-K91300872-001-02-0
375272325	BRD-A13263834-001-02-4
375272324	BRD-K28143534-001-03-0
375272323	BRD-K28907865-001-02-9
375272322	BRD-K52655680-001-02-6
375272321	BRD-K08113430-001-08-1
375272320	BRD-K07648642-001-02-4
375272319	BRD-K03319035-001-01-3
375272318	BRD-A92771924-001-02-1
375272317	BRD-K01188359-001-02-0
375272316	BRD-K01107184-001-02-1
375272315	BRD-A79970291-001-02-1
375272314	BRD-A79271308-001-02-5
375272313	BRD-A77293779-001-16-1
375272312	BRD-A43391581-001-02-2
375272311	BRD-A40927744-001-17-8
375272310	BRD-K18168625-001-08-8
375272309	BRD-A12503607-001-02-9
375272308	BRD-A08450529-001-03-2
375272307	BRD-A02206320-001-02-7
375272306	BRD-A00832858-001-02-2
375272305	BRD-K18001011-001-02-6
375272304	BRD-K15851464-001-02-9
375272303	BRD-K15562824-001-03-5
375272302	BRD-K19295364-001-02-6
375272301	BRD-K06597458-001-02-7
375272300	BRD-A35476492-001-02-9
375272299	BRD-A35269873-001-03-5
375272298	BRD-A20418586-001-03-3
375272297	BRD-A18209936-001-03-7
375272296	BRD-K71971817-001-02-0
375272295	BRD-K94265980-001-02-1
375272294	BRD-K16330446-001-03-4
375272293	BRD-K15206492-001-02-2
375272292	BRD-K12712696-001-02-6
375272291	BRD-K25544426-001-02-5
375272290	BRD-K93035549-001-02-3
375272289	BRD-K88793352-001-02-0
375272288	BRD-K07797984-001-02-5
375272287	BRD-K07444763-001-03-9
375272286	BRD-K03919222-001-02-1
375272285	BRD-K86360906-001-02-1
375272284	BRD-K24100028-001-02-9
375272283	BRD-K24061324-001-02-4
375272282	BRD-K01398663-001-10-9
375272281	BRD-A92265854-001-02-8
375272280	BRD-A53519408-001-02-6
375272279	BRD-K85660963-001-02-5
375272278	BRD-K83619562-001-02-8
375272277	BRD-K69938310-001-02-5
375272276	BRD-K63487608-001-03-8
375272275	BRD-K60380360-001-02-8
375272274	BRD-K59920811-001-15-1
375272273	BRD-K42592036-001-02-5
375272272	BRD-K59681709-001-02-2
375272271	BRD-K58881935-001-08-2
375272270	BRD-K49451617-001-02-4
375272269	BRD-K33320661-001-02-4
375272268	BRD-K47832606-001-26-9
375272267	BRD-K30720839-001-02-5
375272266	BRD-K30248720-001-02-9
375272265	BRD-K30101240-001-09-6
375272264	BRD-K25778929-001-02-1
375272263	BRD-K24434211-001-02-9
375272262	BRD-K24127521-001-02-4
375272261	BRD-K35928398-001-02-2
375272260	BRD-K34050689-001-02-4
375272259	BRD-K21247932-001-02-6
375272258	BRD-K20519797-001-02-3
375272257	BRD-K18645245-001-02-8
375272256	BRD-K15748608-001-02-4
375272255	BRD-K13800828-001-02-9
375272254	BRD-K98279621-001-02-3
375272253	BRD-K98010609-001-02-8
375272252	BRD-K96477397-001-02-7
375272251	BRD-K96463712-001-02-5
375272250	BRD-K09831001-001-02-9
375272249	BRD-K08979895-001-02-6
375272248	BRD-K08637989-001-02-7
375272247	BRD-K04879381-001-02-3
375272246	BRD-K04322732-001-02-0
375272245	BRD-K02241728-001-02-0
375272244	BRD-K00696069-001-02-4
375272243	BRD-K88063792-001-02-6
375272242	BRD-K87220073-001-02-3
375272241	BRD-A84263625-001-02-1
375272240	BRD-A83678457-001-02-4
375272239	BRD-A83542040-001-02-6
375272238	BRD-A75560431-001-03-3
375272237	BRD-A68438963-001-02-9
375272236	BRD-A67748489-001-11-8
375272235	BRD-K84608397-001-02-1
375272234	BRD-K81762778-001-02-8
375272233	BRD-A57268783-001-03-9
375272232	BRD-A53404998-001-02-7
375272231	BRD-A48642017-001-02-7
375272230	BRD-K76093368-001-02-1
375272229	BRD-K73973893-001-02-1
375272228	BRD-A38102212-001-04-3
375272227	BRD-A29560433-001-02-0
375272226	BRD-A23043660-001-01-9
375272225	BRD-A21699051-001-02-5
375272224	BRD-K73040431-001-02-8
375272223	BRD-K72783668-001-02-8
375272222	BRD-K69982878-001-02-7
375272221	BRD-K67963546-001-02-1
375272220	BRD-K62400927-001-02-8
375272219	BRD-K57051716-001-02-1
375272218	BRD-K52437632-001-02-8
375272217	BRD-K52312543-001-02-1
375272216	BRD-K51232859-001-02-0
375272215	BRD-K51221697-001-02-9
375272214	BRD-K49409543-001-02-1
375272213	BRD-K48301318-001-02-4
375272212	BRD-K48033683-001-02-0
375272211	BRD-K45990678-001-02-1
375272210	BRD-K45474082-001-02-6
375272209	BRD-K44408410-001-20-0
375272208	BRD-K43819939-001-02-9
375272207	BRD-K43575836-001-02-1
375272206	BRD-K41514959-001-02-3
375272205	BRD-K96050246-001-02-5
375272204	BRD-K95955424-001-02-0
375272203	BRD-K95241765-001-02-2
375272202	BRD-K92087557-001-02-4
375272201	BRD-K91925060-001-02-6
375272200	BRD-K88937872-001-02-4
375272199	BRD-K87215891-001-02-3
375272198	BRD-K85199220-001-08-0
375272197	BRD-K80238045-001-03-5
375272196	BRD-K41281807-001-03-1
375272195	BRD-K40418581-001-02-4
375272194	BRD-K21881462-001-01-2
375272193	BRD-K66243474-001-01-7
375272192	BRD-K97718573-001-01-1
375272191	BRD-K42192482-001-01-5
375272190	BRD-K75321240-001-01-3
375272189	BRD-K55347661-001-01-2
375272188	BRD-K87638092-001-01-5
375272187	BRD-K62343641-001-01-7
375272186	BRD-K64480517-001-01-6
375272185	BRD-K75265791-001-01-5
375272184	BRD-K31353554-001-01-9
375272183	BRD-K53942887-001-01-0
375272182	BRD-K20274057-001-01-2
375272181	BRD-K48468594-001-01-8
375272180	BRD-K29724077-001-01-3
375272179	BRD-K80920092-001-01-4
375272178	BRD-K38349938-001-01-7
375272177	BRD-K09393815-001-01-8
375272176	BRD-K00546545-001-01-7
375272175	BRD-K00883796-001-01-0
375272174	BRD-K71494696-001-01-1
375272173	BRD-K95976191-001-01-9
375272172	BRD-K16693162-001-01-1
375272171	BRD-K84399858-001-01-1
375272170	BRD-K12130058-001-01-5
375272169	BRD-K58725701-001-01-8
375272168	BRD-K86489395-001-06-7
375272167	BRD-K72370446-001-01-5
375272166	BRD-A41033239-001-01-0
375272165	BRD-K70846960-001-01-2
375272164	BRD-K81959404-001-01-4
375272163	BRD-K35660654-001-01-2
375272162	BRD-K47760030-001-01-1
375272161	BRD-K64340779-001-01-5
375272160	BRD-K29255226-001-01-8
375272159	BRD-K15038311-001-08-5
375272158	BRD-K80850263-001-01-6
375272157	BRD-K99633808-001-01-7
375272156	BRD-K54690719-001-01-8
375272155	BRD-K54967379-001-01-1
375272154	BRD-K36249391-001-01-1
375272153	BRD-A94858342-001-01-0
375272152	BRD-K07258728-001-01-1
375272151	BRD-K75525746-001-08-3
375272150	BRD-K52775268-001-01-4
